Isolate,Accession_number,Collection_time,Country,Continent,Genotype,Source
FR3435|2005|France|Europe,ERR13848349,2005,France,Europe,ptxP3/fim3-2,This_study
FR3469|2005|France|Europe,ERR5101985,2005,France,Europe,ptxP3/fim3-2,Bouchez et al. 2021
FR3524|2006|France|Europe,ERR13848350,2006,France,Europe,ptxP3/fim3-1,This_study
FR3535|2006|France|Europe,ERR13848351,2006,France,Europe,ptxP3/fim3-2,This_study
FR3538|2006|France|Europe,ERR13848352,2006,France,Europe,ptxP3/fim3-2,This_study
FR3713|2007|France|Europe,ERR13848353,2007,France,Europe,ptxP3/fim3-1,This_study
FR3732|2007|France|Europe,ERR13848354,2007,France,Europe,ptxP3/fim3-2,This_study
FR3764|2007|France|Europe,ERR13848355,2007,France,Europe,ptxP3/fim3-2,This_study
FR3765|2007|France|Europe,ERR13848356,2007,France,Europe,ptxP3/fim3-2,This_study
FR3766|2007|France|Europe,ERR13848357,2007,France,Europe,ptxP3/fim3-2,This_study
FR3767|2007|France|Europe,ERR13848358,2007,France,Europe,ptxP3/fim3-2,This_study
FR3769|2007|France|Europe,ERR13848359,2007,France,Europe,ptxP3/fim3-1,This_study
FR3770|2007|France|Europe,ERR13848360,2007,France,Europe,ptxP3/fim3-1,This_study
FR3771|2007|France|Europe,ERR13848361,2007,France,Europe,ptxP3/fim3-1,This_study
FR3773|2007|France|Europe,ERR13848362,2007,France,Europe,ptxP3/fim3-2,This_study
FR3866|2008|France|Europe,ERR13848363,2008,France,Europe,ptxP3/fim3-1,This_study
FR3918|2008|France|Europe,ERR13848364,2008,France,Europe,ptxP3/fim3-2,This_study
FR3920|2008|France|Europe,ERR13848365,2008,France,Europe,ptxP3/fim3-2,This_study
FR3921|2008|France|Europe,ERR13848366,2008,France,Europe,ptxP3/fim3-1,This_study
FR3924|2008|France|Europe,ERR13848367,2008,France,Europe,ptxP3/fim3-2,This_study
FR3933|2008|France|Europe,ERR6044289,2008,France,Europe,ptxP3/fim3-2,This_study
FR3934|2008|France|Europe,ERR6044290,2008,France,Europe,ptxP3/fim3-2,This_study
FR3942|2008|France|Europe,ERR13848368,2008,France,Europe,ptxP3/fim3-2,This_study
FR3978|2008|France|Europe,ERR13848369,2008,France,Europe,ptxP3/fim3-1,This_study
FR3979|2008|France|Europe,ERR13848370,2008,France,Europe,ptxP3/fim3-1,This_study
FR4036|2009|France|Europe,ERR13856775,2009,France,Europe,ptxP3/fim3-2,This study
FR4062|2009|France|Europe,ERR13848371,2009,France,Europe,ptxP3/fim3-2,This_study
FR4104|2009|France|Europe,ERR13856776,2009,France,Europe,ptxP3/fim3-2,This study
FR4110|2009|France|Europe,ERR13848372,2009,France,Europe,ptxP3/fim3-2,This_study
FR4111|2009|France|Europe,ERR13848373,2009,France,Europe,ptxP3/fim3-2,This_study
FR4113|2009|France|Europe,ERR13848374,2009,France,Europe,ptxP3/fim3-2,This_study
FR4119|2009|France|Europe,ERR13848375,2009,France,Europe,ptxP3/fim3-2,This_study
FR4193|2009|France|Europe,ERR13848376,2009,France,Europe,ptxP3/fim3-2,This_study
FR4577|2009|France|Europe,ERR13848377,2009,France,Europe,ptxP3/fim3-1,This_study
FR4595|2009|France|Europe,ERR13848378,2009,France,Europe,ptxP3/fim3-1,This_study
FR4627|2009|France|Europe,ERR13848379,2009,France,Europe,ptxP3/fim3-2,This_study
FR6756|2019|France|Europe,ERR13848380,2019,France,Europe,ptxP3/fim3-1,This_study
FR6760|2019|France|Europe,ERR13848381,2019,France,Europe,ptxP3/fim3-1,This_study
FR6776|2019|France|Europe,ERR13848382,2019,France,Europe,ptxP3/fim3-1,This_study
FR6777|2019|France|Europe,ERR13848383,2019,France,Europe,ptxP3/fim3-2,This_study
FR6779|2019|France|Europe,ERR13848384,2019,France,Europe,ptxP3/fim3-2,This_study
FR6780|2019|France|Europe,ERR13848385,2019,France,Europe,ptxP3/fim3-2,This_study
FR6781|2019|France|Europe,ERR13848386,2019,France,Europe,ptxP3/fim3-1,This_study
FR6783|2019|France|Europe,ERR13848387,2019,France,Europe,ptxP3/fim3-2,This_study
FR6784|2019|France|Europe,ERR13848388,2019,France,Europe,ptxP3/fim3-1,This_study
FR6785|2019|France|Europe,ERR13848389,2019,France,Europe,ptxP3/fim3-1,This_study
FR6787|2019|France|Europe,ERR13848390,2019,France,Europe,ptxP3/fim3-1,This_study
FR6790|2019|France|Europe,ERR13848391,2019,France,Europe,ptxP3/fim3-2,This_study
FR6791|2019|France|Europe,ERR13848392,2019,France,Europe,ptxP3/fim3-2,This_study
FR6792|2019|France|Europe,ERR13848393,2019,France,Europe,ptxP3/fim3-2,This_study
FR6795|2019|France|Europe,ERR13848394,2019,France,Europe,ptxP3/fim3-1,This_study
FR6796|2019|France|Europe,ERR13848395,2019,France,Europe,ptxP3/fim3-1,This_study
FR6797|2019|France|Europe,ERR13848396,2019,France,Europe,ptxP3/fim3-1,This_study
FR6799|2019|France|Europe,ERR13848397,2019,France,Europe,ptxP3/fim3-2,This_study
FR6800|2019|France|Europe,ERR13848398,2019,France,Europe,ptxP3/fim3-1,This_study
FR6801|2019|France|Europe,ERR13848399,2019,France,Europe,ptxP3/fim3-2,This_study
FR6802|2019|France|Europe,ERR13848400,2019,France,Europe,ptxP3/fim3-2,This_study
FR6804|2019|France|Europe,ERR13848401,2019,France,Europe,ptxP3/fim3-1,This_study
FR6807|2019|France|Europe,ERR8052266,2019,France,Europe,ptxP3/fim3-2,This_study
FR6812|2019|France|Europe,ERR8052267,2019,France,Europe,ptxP3/fim3-2,This_study
FR6813|2019|France|Europe,ERR13848402,2019,France,Europe,ptxP3/fim3-2,This_study
FR6817|2019|France|Europe,ERR13848403,2019,France,Europe,ptxP3/fim3-1,This_study
FR6821|2019|France|Europe,ERR13848404,2019,France,Europe,ptxP3/fim3-2,This_study
FR6822|2019|France|Europe,ERR13848405,2019,France,Europe,ptxP3/fim3-1,This_study
FR6835|2019|France|Europe,ERR13848406,2019,France,Europe,ptxP3/fim3-1,This_study
FR6836|2019|France|Europe,ERR13848407,2019,France,Europe,ptxP3/fim3-1,This_study
FR6841|2019|France|Europe,ERR13848408,2019,France,Europe,ptxP3/fim3-1,This_study
FR6842|2019|France|Europe,ERR13848409,2019,France,Europe,ptxP3/fim3-1,This_study
FR6843|2019|France|Europe,ERR13848410,2019,France,Europe,ptxP3/fim3-1,This_study
FR6844|2019|France|Europe,ERR13848411,2019,France,Europe,ptxP3/fim3-2,This_study
FR6845|2019|France|Europe,ERR13848412,2019,France,Europe,ptxP3/fim3-1,This_study
FR6846|2019|France|Europe,ERR13848413,2019,France,Europe,ptxP3/fim3-1,This_study
FR6851|2019|France|Europe,ERR13848414,2019,France,Europe,ptxP3/fim3-1,This_study
FR6853|2019|France|Europe,ERR13848415,2019,France,Europe,ptxP3/fim3-2,This_study
FR6854|2019|France|Europe,ERR13848416,2019,France,Europe,ptxP3/fim3-2,This_study
FR6856|2019|France|Europe,ERR13848417,2019,France,Europe,ptxP3/fim3-2,This_study
FR6857|2019|France|Europe,ERR13848418,2019,France,Europe,ptxP3/fim3-2,This_study
FR6863|2019|France|Europe,ERR13848419,2019,France,Europe,ptxP3/fim3-1,This_study
FR6891|2019|France|Europe,ERR13848420,2019,France,Europe,ptxP3/fim3-2,This_study
FR6895|2019|France|Europe,ERR13848421,2019,France,Europe,ptxP3/fim3-1,This_study
FR6899|2019|France|Europe,ERR13848422,2019,France,Europe,ptxP3/fim3-1,This_study
FR6901|2020|France|Europe,ERR13848423,2020,France,Europe,ptxP3/fim3-2,This_study
FR6902|2020|France|Europe,ERR13848424,2020,France,Europe,ptxP3/fim3-2,This_study
FR6912|2020|France|Europe,ERR13848425,2020,France,Europe,ptxP3/fim3-2,This_study
FR6913|2020|France|Europe,ERR13848426,2020,France,Europe,ptxP3/fim3-1,This_study
FR6915|2020|France|Europe,ERR13848427,2020,France,Europe,ptxP3/fim3-2,This_study
FR6916|2020|France|Europe,ERR13848428,2020,France,Europe,ptxP3/fim3-2,This_study
FR6917|2020|France|Europe,ERR13848429,2020,France,Europe,ptxP3/fim3-2,This_study
FR6920|2020|France|Europe,ERR13848430,2020,France,Europe,ptxP3/fim3-1,This_study
FR6922|2020|France|Europe,ERR13848431,2020,France,Europe,ptxP3/fim3-1,This_study
FR6925|2020|France|Europe,ERR13848432,2020,France,Europe,ptxP3/fim3-2,This_study
FR6930|2020|France|Europe,ERR13848433,2020,France,Europe,ptxP3/fim3-2,This_study
FR7016|2022|France|Europe,ERR13848434,2022,France,Europe,ptxP3/fim3-1,This_study
FR7039|2022|France|Europe,ERR13848435,2022,France,Europe,ptxP3/fim3-1,This_study
NC_002929.2,NC_002929.2,1954,NA,NA,ptxP1/fim3-1,NCBI
